alf,﻿alf
entrains,en train s
entrancing,enter ance ing
entrapped,en trap ed
entraps,en trap s
entreating,en treat ing
entreats,en treat s
entrenches,en trench s
entrenching,en trench ing
entrusts,en trust s
entwines,en twine s
entwining,en twine ing
envenom,en venom
envenoming,en venom ing
envenoms,en venom s
envisaging,en visage ing
enwrapped,en wrap ed
enwrapping,en wrap ing
enwraps,en wrap s
epilogues,epi log s
epicentre,epi centre
epicentres,epi centre s
epicycles,epi cycle s
epidiascope,epi diascope
epidiascopes,epi diascope s
erodes,e rode s
eroding,e rode ing
erwin,er win
ejecting,e ject ing
ejects,e ject s
embalmed,en balm ed
embalming,en balm ing
embalms,en balm s
embanked,en bank ed
embanking,en bank ing
embanks,en bank s
embarking,en bark ing
embarks,en bark s
embedding,en bed ing
embeds,en bed s
embittering,en bitter ing
embitters,en bitter s
emblazoned,emblazon ed
emblazoning,emblazon ing
emblazons,emblazon s
embosses,en boss s
embossing,en boss ing
embroiling,en broil ing
embroils,en broil s
empanelled,empanel ed
empanelling,empanel ing
empanels,empanel s
empowers,en power s
empurpled,en purple ed
enacts,en act s
enamoured,en amour ed
enamouring,en amour ing
enamours,en amour s
encamping,en camp ing
encamps,en camp s
encases,en case s
encasing,en case ing
enchaining,en chain ing
enchains,en chain s
encircles,en circle s
encircling,en circle ing
encoded,en code ed
encodes,en code s
encoding,en code ing
encompassing,en compass ing
encountering,en counter ing
encrusting,en crust ing
encrusts,en crust s
encumbering,en cumber ing
encumbers,en cumber s
endangers,en danger s
dunbar,dun bar
dyspepsia,dys pepsia
edwin,ed win
efface,e face
effaced,e face ed
effaces,e face s
effacing,e face ing
effused,e fuse ed
effuses,e fuse s
effusing,e fuse ing
egress,e gress
egresses,e gress s
downdraught,down draught
downdraughts,down draught
downgrades,down grade s
downgrading,down grade ing
downpours,down pour s
disincentives,dis incentive s
disinfest,dis infest
disinfested,dis infest ed
disinfesting,dis infest ing
disinfests,dis infest s
dismantled,dis mantle ed
disinter,dis inter
disinterred,dis inter ed
disinterring,dis inter ing
disinters,dis inter s
dislocates,dis loc ate s
dislocating,dis loc ate ing
dislodges,dis lodge s
dislodging,dis lodge ing
dismantles,dis mantle s
dismantling,dis mantle ing
dismembering,dis member ing
dismembers,dis member s
dismounts,dis mount s
disobeys,dis obey s
disobliged,dis oblige ed
disobliges,dis oblige s
disobliging,dis oblige ing
disordering,dis order ing
disorienting,dis orient ing
disorients,dis orient s
disowning,dis own ing
disowns,dis own s
disproof,dis proof
disproofs,dis proof s
disproved,dis prove ed
disperses,di sperse s
dispirited,di spirit ed
dispiriting,di spirit ing
dispirits,di spirit s
displeases,dis please s
disport,dis port
disported,dis port ed
disporting,dis port ing
disports,dis port s
disposes,dis pose s
disposing,dis pose ing
dispossesses,dis possess s
dispossessing,dis possess ing
disproves,dis prove s
disqualifies,dis qualify s
disqualifying,dis qualify ing
disquieted,dis quiet ed
disquiets,dis quiet s
disregards,dis regard s
disremembered,dis remember
disremembering,dis remember
disremembers,dis remember
disrobed,dis robe ed
disrobes,dis robe s
disrobing,dis robe ing
dissected,di sect ed
dissecting,di sect ing
dissects,di sect s
dissembled,di semble ed
dissembles,di semble s
dissembling,di semble ing
dissever,dis sever
dissevered,dis sever ed
dissevering,dis sever ing
dissevers,dis sever s
dissoluble,dis soluble
dissolves,di solve s
distastes,dis taste s
distempered,dis temper ed
distempering,dis temper ing
distempers,dis temper s
distended,dis tend ed
distending,dis tend ing
distends,dis tend s
distorting,dis tort ing
distorts,dis tort s
distracts,dis tract s
distrusting,dis trust ing
distrusts,dis trust s
disused,dis use
diverged,di verge ed
diverges,di verge s
diverts,di vert s
diffracted,di fract ed
diffracting,di fract ing
diffracts,di fract s
digraph,di graph
digraphs,di graph s
digressed,di gress ed
digresses,di gress s
digressing,di gress ing
dioxides,di oxide s
diphthongs,di phthong s
diptych,di ptych
diptychs,di ptych s
disables,dis able s
disabused,dis abuse ed
disabuses,dis abuse s
disabusing,dis abuse ing
disaffiliates,dis affiliate
disaffiliating,dis affiliate
disagreeing,dis agree ing
disallowing,dis allow ing
disallows,dis allow s
disappoints,dis appoint s
disapproving,dis approve ing
disarms,dis arm s
disarranges,dis arrange s
disburden,dis burden
disarranging,dis arrange ing
disarrayed,dis array ed
disarraying,dis array ing
disarrays,dis array s
disbanding,dis band ing
disbands,dis band s
disbarred,dis bar ed
disbarring,dis bar ing
disbars,dis bar s
disburdened,dis burden ed
disburdening,dis burden ing
disburdens,dis burden s
disburse,dis burse
disburses,dis burse s
disbursing,dis burse ing
discarding,dis card ing
discards,dis card s
disclaiming,dis claim ing
disclaims,dis claim s
disclosing,dis close ing
discolour,dis color
discoloured,dis color ed
discolouring,dis color ing
discolours,dis color s
discomforts,dis comfort s
discommode,dis commode
discommoded,dis commode ed
discommodes,dis commode s
discommoding,dis commode ing
disconcerted,dis concert ed
disconcerts,dis concert s
disconnecting,dis connect ing
disconnects,dis connect s
discontenting,dis content ing
discontents,dis content s
discontinues,dis continue s
discontinuing,dis continue ing
discords,dis cord s
discountenanced,dis countenance ed
discountenances,dis countenance s
discountenancing,dis countenance ing
discourages,dis courage s
discourtesies,dis courtesy s
discrediting,dis credit ing
discredits,dis credit s
disenchanted,dis enchant ed
disenchanting,dis enchant ing
disenchants,dis enchant s
disendow,dis endow
disendowed,dis endow
disendowing,dis endow
disendows,dis endow
disengaged,dis engage ed
disengages,dis engage s
disengaging,dis engage ing
disestablished,dis establish ed
disestablishes,dis establish s
disestablishing,dis establish ing
disfavour,dis favour
disfavoured,dis favour ed
disfavouring,dis favour ing
disfavours,dis favour s
disfigures,dis figure s
disfiguring,dis figure ing
disforest,dis forest
disforested,dis forest ed
disforesting,dis forest ing
disforests,dis forest s
disfranchise,dis franchise
disfranchised,dis franchise ed
disfranchises,dis franchise s
disfranchising,dis franchise ing
disfrock,dis frock
disfrocked,dis frock
disfrocking,dis frock
disfrocks,dis frock
disgorge,dis gorge
disgorged,dis gorge ed
disgorges,dis gorge s
disgorging,dis gorge ing
disgraces,dis grace s
disgracing,dis grace ing
disguising,dis guise ing
dishonour,dis honor
dishonoured,dis honor ed
dishonouring,dis honor ing
dishonours,dis honor s
denude,de nude
denuded,de nude ed
denudes,de nude s
denuding,de nude ing
depicts,de picto s
deplaned,de plane ed
deplanes,de plane s
deplaning,de plane ing
deploring,de plore ing
deported,de port ed
deporting,de port ing
deports,de port s
deposed,de pose ed
deposes,de pose s
deposing,de pose ing
derailed,de rail ed
derailing,de rail ing
derate,de rate
derated,de rate ed
derates,de rate s
derating,de rate ing
desalt,de salt
desalted,de salt ed
desalting,de salt ing
desalts,de salt s
descale,de scale
descaled,de scale ed
descales,de scale s
descaling,de scale ing
descant,de cant
descants,de cant s
descents,de scent s
desecrates,de secrate s
desecrating,de secrate ing
desisted,de sist ed
desisting,de sist ing
desists,de sist s
desmond,de mond
despatched,de patch ed
despoils,de spoil s
detaining,de tain ing
detains,de tain s
dethroned,de throne ed
dethrones,de throne s
dethroning,de throne ing
detouring,de tour ing
detrained,de train ed
detraining,de train ing
detrains,de train s
devalued,de value ed
devalues,de value s
devaluing,de value ing
diathesis,dia thesis
diatom,dia tom
declaim,de claim
declaiming,de claim ing
declaims,de claim s
declivities,de clivity s
declutch,de clutch
declutched,de clutch ed
declutches,de clutch s
declutching,de clutch ing
decoded,de code ed
decodes,de code s
decoding,de code ing
decontaminated,de contaminate ed
decontaminates,de contaminate s
decontaminating,de contaminate ing
decontrol,de control
decontrolled,de control ed
decontrolling,de control ing
decontrols,de control s
deduces,de duct s
deducts,de duct s
defaced,de face ed
defaces,de face s
defamed,de fame ed
defames,de fame s
defaming,de fame ing
defected,de fect ed
defecting,de fect ing
deflates,de flate s
deflating,de flate ing
deflected,de flect ed
deflecting,de flect ing
deflects,de flect s
deflowered,de flower ed
deflowering,de flower ing
deflowers,de flower s
deforested,de forest ed
deforesting,de forest ing
deforests,de forest s
deformed,de form ed
deforming,de form ing
deforms,de form s
defrauded,de fraud ed
defrauding,de fraud ing
defrauds,de fraud s
defrock,de frock
defrocked,de frock ed
defrocking,de frock ing
defrocks,de frock s
defrosted,de frost ed
defrosts,de frost s
defused,de fuse ed
defuses,de fuse s
defusing,de fuse ing
dejecting,de ject ing
dejects,de ject s
delimited,de limit ed
delimiting,de limit ing
delouses,de louse s
delousing,de louse ing
demerits,de merit s
demigods,demi god s
demist,de mist
demisted,de mist ed
demisting,de mist ing
demists,de mist s
demotes,de mot s
demoting,de mot ing
debag,de bag
debagged,de bag
debagging,de bag
debags,de bag
debarked,de bark ed
debarking,de bark ing
debarks,de bark s
debased,de base ed
debases,de base s
debasing,de base ing
deboned,de bone ed
debones,de bone s
deboning,de bone ing
debriefed,de brief ed
debriefing,de brief ing
debriefs,de brief s
debugged,de bug ed
debugging,de bug ing
debugs,de bug s
debunked,de bunk ed
debunks,de bunk s
decamped,de camp ed
decamping,de camp ing
decamps,de camp s
decants,de cant s
decathlons,dec athlon s
deciphered,de cipher ed
deciphering,de cipher ing
deciphers,de cipher s
crossbeams,cross beam s
crossbows,cross bow s
crossbred,cross breed
crossbreeding,cross breed ing
crossbreeds,cross breed s
crosschecked,cross check
crosschecking,cross check
crosschecks,cross check s
crosscurrents,cross current s
crosscuts,cross cut s
crossfires,cross fire s
crosskeys,cross key
crossman,cross man
crossovers,cross over s
crosspatch,cross patch
crosspatches,cross patch s
crosspiece,cross piece
crosspieces,cross piece s
crosswalks,cross walk s
crosswinds,cross wind s
crosswords,cross word s
cryostat,cryo stat
cosec,co sec
cosines,co sine s
cosponsored,co sponsor ed
cosponsors,co sponsor s
constructs,co struct s
contesting,co test ing
contorting,co tort ing
contorts,co tort s
convenes,co vene s
converges,co verge s
converging,co verge ing
convolutes,co volve s
convoluting,co volve ing
convolve,con volve
convolved,con volve ed
convolves,con volve s
convolving,con volve ing
copilots,co pilot s
correlates,co relate s
complemented,co plement ed
complexions,com plex s
comprehends,co prehend s
concords,co cord s
conflate,co flate
conflated,co flate ed
conflates,co flate s
conflating,co flate ing
conforming,co form ing
confounds,co found s
conjoining,co join ing
conjoins,co join s
conjuncts,co junct
conjuring,co jur ing
conscripting,co script ing
conscripts,co script s
consecrated,co secrate ed
consecrates,co secrate s
consecrating,co secrate ing
consents,co sent s
conserved,co serve ed
constrains,co strain s
constricts,co strict s
coauthors,co author s
coexisted,co exist ed
coexisting,co exist ing
coexists,co exist s
cohabited,co habit ed
cohabiting,co habit ing
cohabits,co habit s
cohered,co _here ed
coheres,co _here s
cohering,co _here ing
commingles,co mingle s
commingling,co mingle ing
commotions,co motion s
cinerama,cine rama
circumcised,circum cise ed
circumcises,circum cise s
circumcising,circum cise ing
circumferences,circum ference s
circumflexes,circum flex s
circumscribes,circum script s
circumvented,circum vent ed
circumventing,circum vent ing
circumvents,circum vent s
coadjutor,co adjutor
coadjutors,co adjutor s
centigrams,centi gram
centimetre,centi metre
centimetres,centi metre s
centipedes,centi podo s
bylaws,by law s
bypasses,by pass s
bypassing,by pass ing
bypaths,by patho s
byroads,by road s
byways,by way s
bywords,by word s
bipeds,bi podo s
biplanes,bi plane s
birefringence,bi refringence
bisected,bi sect ed
bisecting,bi sect ing
bisects,bi sect s
bivalves,bi valve s
beholding,behold ing
bejewelled,be jewel ed
bejewelling,be jewel ing
bejewels,be jewel s
belaboring,be labor ing
belabour,be labor
belaboured,be labor ed
belabouring,be labor ing
belabours,be labor s
